sap,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07
045af141-72d1-3163-f9ef-cea8af3547fb,0.17594241437861807,0.16558621651751831,0.16893536884229093,0.16147523285784784,0.19356373531101523,0.17626398938156446,0.15463327789507927,0.1622159012964452,0.17310827016126812,0.16168061549304588,0.16020235600823185,0.17672160550587088,0.16852172627843817,0.16442282544650708,0.17782597367210345,0.1633242354396658,0.13682303534330942,0.10919039131348407,0.14052228308405984,0.1514018144999561,0.17567768442687223,0.1715331240318521,0.17434849083415085,0.18526131345304822,0.19098905094089558,0.19120353978093535,0.1796924300628001,0.18161582209564836,0.14412468701854989,0.12733390050103163,0.12098479029111057
587a9668-3c38-455d-e5fb-efd5ce206d07,0.09858078651714446,0.10345791655784789,0.11881837324695113,0.11695151853697267,0.13335102318348793,0.13895384565108634,0.1477707251966941,0.13799525222763417,0.1426999332817502,0.125336793748047,0.09745272588430366,0.08888050708827665,0.08998576515970287,0.0869262365292725,0.09283031879187525,0.08888548749884485,0.09460518455092956,0.08473592970119675,0.09461750428459025,0.10963105962578829,0.10118869359484985,0.09815732312595007,0.0879953450708161,0.07698624331032194,0.08719108590276486,0.0849320430506385,0.08482488238989179,0.08174999272265983,0.07986255187164845,0.07540814450381252,0.06600992212506791
ed24bb94-f9be-21e7-4d06-fe9a9bbc83c5,0.13736157513212732,0.13600700296585722,0.15712083238285507,0.1679062300418166,0.1944845380832657,0.19285594236792455,0.1803744502640291,0.17573424152509415,0.18062742577743354,0.1660511914558055,0.15091965463270504,0.13289172857254009,0.14521449474095785,0.14871916363282411,0.17522266669157158,0.21404207564435163,0.2152726891317475,0.18989016958620905,0.1762098941042616,0.19556102244498758,0.20516067861695925,0.2033411051850795,0.20364981913798275,0.18842061547880273,0.19722628932247024,0.03533922869174888,0.25702063274556086,0.26916056572626096,0.2332508880706597,0.21888569401876667,0.21349536124851087
9d5a0e56-25b6-dcfa-d6ae-f4e447650933,0.1498308440420665,0.16330238037528585,0.14807689783865843,0.14862415258939415,0.14624643048897093,0.14047202309452167,0.12792993004904313,0.14386518514705418,0.1467349891344109,0.1364470833988377,0.11768990436788636,0.09313809405648615,0.09324168344762038,0.0966220918500549,0.09640209282453138,0.08984103630998372,0.092950408224589,0.09214481089119356,0.11078996920663026,0.11211412770834561,0.14137989424014824,0.11868224699952477,0.11419629067341068,0.09325506237985338,0.09808638275147769,0.10838460349916404,0.1256742909069425,0.12927867840718815,0.11171679013045603,0.10555358961049925,0.1025534804055127
539fa19a-bbf5-eb07-5935-a9ae0ba6b72c,0.19047488215406408,0.18028824538284283,0.21114314227320044,0.20971253151530508,0.22232863770105313,0.21016686573932128,0.21243257900571402,0.20743308429618867,0.19428774056832082,0.205659276199037,0.18993280422902603,0.1645105427649885,0.16861032289659184,0.1612398118731772,0.15979323880369067,0.1457987804097225,0.13488836192826406,0.1264136744887882,0.14814253607749647,0.14751876404148792,0.1926683892467346,0.18502482025102682,0.16309381409331805,0.15134441415034616,0.17087401574274258,0.15789548339327109,0.17048957705298443,0.15139207358236711,0.11744111853634565,0.10375734766123472,0.09417579284566355
c3d9a2f4-fd5a-234f-cf06-daa84cb126cb,0.1970543886184445,0.24147758754493764,0.24741280396721418,0.2333552006096201,0.2551488427645506,0.23969399492182245,0.2274584335860971,0.22231630235145663,0.21317845318860962,0.1966078598645346,0.18772630219631017,0.20468642566152218,0.16441489553476663,0.19507105710235853,0.19017442895172335,0.17224295690815275,0.14920582407819444,0.14886740716198504,0.16012735330978942,0.1596552229038554,0.21873563445194755,0.20352109610485253,0.19200763128774256,0.23587806645611945,0.19746568726214583,0.2183375698125356,0.22505161286482728,0.054484147501057484,0.15037346513516306,0.1420454412897714,0.14862402446774983
35d47589-95e2-d4b8-92bf-fb11011bf564,0.20155780117554897,0.20303329997571823,0.22030823418301718,0.2231357776854746,0.25218468404710526,0.24471456146246384,0.2515750681191479,0.23752446948903305,0.22990054634394114,0.21190026590450256,0.17288808270179443,0.16025098646929103,0.15569223744743219,0.16534917594568535,0.17335298067654195,0.1867640026827952,0.19456961122137822,0.18716219156630617,0.1919002753994007,0.20404704366834356,0.21866768388223234,0.2291559437411499,0.22270330781260145,0.20918344244205964,0.08367566142115179,0.24925264912936193,0.2962455623683911,0.2689214614038953,0.2342111849373575,0.20820472219879083,0.23630750170046477
d7e9635d-d9ce-8b73-24d4-006a401191ba,0.324974692210177,0.3577127778507875,0.3800441185996221,0.35515610715107915,0.37779393442484344,0.34927654895703214,0.35896469642547557,0.36329147558385727,0.39544248289005146,0.3826586662935999,0.3585171476806311,0.39117069944167204,0.33797599039164666,0.34351534991916516,0.35705442843743224,0.34769835144143957,0.31202221322542434,0.27024504773553615,0.289966931075091,0.08703467767822581,0.37971799569694764,0.36629589972807514,0.39719556631743924,0.40810316467718405,0.395292496057689,0.3922104943773731,0.39757808909973097,0.3959136964446371,0.30561487953053135,0.27009028472839475,0.26024564825918495
68811408-8bf2-0beb-63d4-f28f9a213637,0.15271636663971547,0.14581965740486194,0.1560603733255067,0.15709188429628626,0.19106537583701264,0.19586717008663115,0.19286204385973066,0.19779558759884444,0.18923450982032283,0.16228153207700263,0.1402122549200952,0.1307945189539991,0.13340217053236414,0.13596654861073088,0.17778348474597921,0.15794342851796936,0.1737225046865318,0.16058277225587453,0.1691932759361321,0.1775406370674923,0.20605035623289913,0.2021150875393645,0.18342887702899877,0.17525502865484194,0.17560716657471073,0.19524133882696734,0.14388406499623035,0.11904876971034664,0.20575901968884405,0.1931781978112808,0.20766891149981329
ce253062-6a2a-c315-47f2-3b89e581fd8a,0.007250779576903204,0.010031682697752972,0.010084684277643419,0.011011584707604893,0.010808934838151384,0.010617236068399951,0.011483824135396961,0.00934766340184387,0.0076869629623572185,0.008411287871956682,0.009540715901704792,0.005529038155148168,0.00682301465100824,0.00866797521695073,0.0081573119172564,0.006628088095712135,0.0072266271405187705,0.006056592542273999,0.005472969331874173,0.006544849258421115,0.006761299983380552,0.006375441359759172,0.004800970554927689,0.0049750353359855415,0.005870487592326284,0.007815758665250885,0.007139804560231521,0.0072488583273920375,0.005628371578883052,0.005706280508044922,0.004859726103600724
