sap,employee,cashier,locality,area,coordinate,night_acceptance,night_display,cash_desks,store_concept,tobacco_shop,dominators,universal_assortment
12919e8f-43d9-26dd-4564-c728c50434c6,0.14285714285714285,0.3142857142857143,Великие Луки,0.19424460431654678,"(56.343703, 30.515671)",0,0,0.07142857142857142,0,0.09090909090909091,1,0.047619047619047616
b4cd7e71-c7fc-32c9-0924-b559c65c0af9,0.16326530612244897,0.4,Кингисепп,0.2868705035971223,"(59.378053, 28.601209)",0,0,0.14285714285714285,0,0.45454545454545453,1,0.2857142857142857
a7e95690-1201-d3bb-838e-81a8b2b53832,0.14285714285714285,0.2,Тихвин,0.24280575539568344,"(59.644213, 33.542105)",0,0,0.07142857142857142,0,0.09090909090909091,1,0.047619047619047616
f2d0b639-e0fb-d354-8879-b0346d138953,0.30612244897959184,0.34285714285714286,Каменногорск,0.38669064748201437,"(60.95081, 29.130882)",0,1,0.35714285714285715,1,0.09090909090909091,1,0.7619047619047619
8fc2ebcb-ecb9-5309-0658-1a7981ef2676,0.12244897959183673,0.22857142857142856,Кингисепп,0.38651079136690647,"(59.378053, 28.601209)",0,0,0.14285714285714285,0,0.45454545454545453,1,0.5238095238095238
f27f7d2a-0e6d-1fba-f308-d1962fab36f6,0.22448979591836735,0.2,Бокситогорск,0.3273381294964029,"(59.473576, 33.847675)",0,0,0.14285714285714285,0,0.09090909090909091,1,0.5238095238095238
014842e2-ea1e-2b37-b22b-f1e59fcf965c,0.24489795918367346,0.2571428571428571,Шум,0.24820143884892087,"(21.299453, -13.065843)",1,1,0.35714285714285715,1,0.6363636363636364,1,0.5238095238095238
5e20f453-5f8f-65d2-e093-1ab393f321d1,0.16326530612244897,0.22857142857142856,Русско-Высоцкое,0.20782374100719425,"(59.697342, 29.94198)",0,0,0.14285714285714285,0,0.09090909090909091,1,0.047619047619047616
b6f7573e-be24-e774-cfc0-b7431075ba40,0.3469387755102041,0.42857142857142855,Санкт-Петербург,0.2275179856115108,"(59.938955, 30.315644)",1,1,0.21428571428571427,1,0.18181818181818182,1,0.047619047619047616
6023ded6-56c4-91ab-d4ec-7fdcc50c1f60,0.3469387755102041,0.2,Тверь,0.4892086330935252,"(56.859625, 35.91186)",1,1,0.2857142857142857,1,0.09090909090909091,1,0.5238095238095238
6023ded6-56c4-91ab-d4ec-7fdcc50c1f60,0.30612244897959184,0.2,Санкт-Петербург,0.2801258992805755,"(59.938955, 30.315644)",0,1,0.21428571428571427,1,0.09090909090909091,1,0.2857142857142857
a80a3645-dfcc-c209-4a52-c1894eb7d539,0.22448979591836735,0.45714285714285713,Санкт-Петербург,0.6070143884892086,"(59.938955, 30.315644)",0,1,0.21428571428571427,1,0.45454545454545453,1,0.7619047619047619
666a2b73-4181-0a2e-133c-0b39470cfc1f,0.24489795918367346,0.2857142857142857,Сясьстрой,0.3642086330935252,"(60.137057, 32.561279)",0,0,0.14285714285714285,0,0.36363636363636365,1,0.5238095238095238
122850f1-01de-f71a-01cd-9c98fb353e52,0.3469387755102041,0.34285714285714286,Выборг,0.38848920863309355,"(60.710496, 28.749781)",0,1,0.35714285714285715,1,0.09090909090909091,1,0.5238095238095238
3871e04b-edf1-f0a3-c6a8-a6c0f15f6f8e,0.4489795918367347,0.34285714285714286,Санкт-Петербург,0.6196043165467626,"(59.938955, 30.315644)",1,1,0.35714285714285715,1,0.09090909090909091,1,0.7619047619047619
